Technical_skills,tech_or_not
bash,1
deployment,1
at least one major configuration management framework,1
experience managing networking devices,1
vendors,1
devops tools,1
accurate work scheduling,1
operational efficiency,1
design documentation,1
client s infrastructure,1
repetitive administrative and operational tasks,1
team documentation,1
schedules,1
audit activities,1
microservices architecture,1
container technologies,1
at least one major cloud provider,1
code deployment,1
software development lifecycles,1
comprehensive systems hardware,1
network troubleshooting experience,1
common linux distribution platform installation,1
configuration,1
performance tuning,1
tcp ip networking,1
nic bonding and network services configuration,1
at least one hypervisor,1
virtualization,1
web servers,1
network load balancers,1
automation,1
bash,1
deployment,1
at least one major configuration management framework,1
experience managing networking devices,1
vendors,1
devops tools,1
accurate work scheduling,1
operational efficiency,1
design documentation,1
client s infrastructure,1
repetitive administrative and operational tasks,1
team documentation,1
schedules,1
audit activities,1
microservices architecture,1
container technologies,1
at least one major cloud provider,1
code deployment,1
software development lifecycles,1
comprehensive systems hardware,1
network troubleshooting experience,1
common linux distribution platform installation,1
configuration,1
performance tuning,1
tcp ip networking,1
nic bonding and network services configuration,1
at least one hypervisor,1
virtualization,1
web servers,1
network load balancers,1
automation,1
bash,1
deployment,1
at least one major configuration management framework,1
experience managing networking devices,1
vendors,1
devops tools,1
accurate work scheduling,1
operational efficiency,1
design documentation,1
client s infrastructure,1
repetitive administrative and operational tasks,1
team documentation,1
schedules,1
audit activities,1
microservices architecture,1
container technologies,1
at least one major cloud provider,1
code deployment,1
software development lifecycles,1
comprehensive systems hardware,1
network troubleshooting experience,1
common linux distribution platform installation,1
configuration,1
performance tuning,1
tcp ip networking,1
nic bonding and network services configuration,1
at least one hypervisor,1
virtualization,1
web servers,1
network load balancers,1
automation,1
bash,1
deployment,1
at least one major configuration management framework,1
experience managing networking devices,1
vendors,1
devops tools,1
accurate work scheduling,1
software engineering and design pattern fundamentals,1
language specifications,1
ui quality tools,1
ui,1
rest api based products,1
programming and scripting skills,1
android dev,1
js angularjs dev,1
agile development,1
ci cdsprintscode reviews,1
offline data storage,1
frameworks,1
ios hybrid apps,1
reliable well designed and well tested systems,1
dynamic javascript based web applications,1
nexus repository oss and nexus repository pro team,1
continuous integration and or delivery pipelines,1
api design principles,1
our saas code analysis platform,1
experience producing and or consuming rest api s,1
